40.71117444	-73.99682619	2
40.71729	-73.996375	1
40.74144387	-73.97536082	5
40.70122128	-74.01234218	3
40.7546011026	-73.971878855	9
40.75849116	-73.95920622	9
40.75188406	-73.97770164	7
40.74765947	-73.98490707	5
40.68382604	-73.97632328	21
40.68216564	-73.95399026	12
40.770513	-73.988038	10
40.75206862	-73.96784384	9
40.7489006	-73.97604882	5
40.73401143	-74.00293877	17
40.74173969	-73.99415556	8
40.71413089	-73.9970468	2
40.70823502	-74.00530063	3
40.74147286	-73.98320928	16
40.76370739	-73.9851615	10
40.72317958	-73.99480012	15
40.752062307	-73.9816324043	7
40.76020258	-73.96478473	9
40.7218158	-73.99720307	15
40.72066442	-73.98517977	15
40.76227205	-73.98788205	10
40.74901271	-73.98848395	11
40.71173107	-73.99193043	0
40.70905623	-74.01043382	3
40.71494807	-74.00234482	2
40.714215	-73.981346	0
40.72228087	-73.97668709	19
40.74290902	-73.97706058	16
40.74780373	-73.9734419	5
40.68312489	-73.97895137	21
40.69308257	-73.97178913	13
40.73454567	-73.99074142	18
40.73492695	-73.99200509	18
40.72019576	-73.98997825	15
40.75645824	-73.99372222	11
40.71739973	-73.98016555	0
40.7405826	-74.00550867	17
40.73912601	-73.97973776	16
40.7208736	-73.98085795	19
40.74177603	-74.00149746	8
40.74025878	-73.98409214	16
40.75660359	-73.9979009	8
40.75299641	-73.98721619	11
40.75594159	-74.0021163	8
40.7423543	-73.98915076	18
40.7284186	-73.98713956	19
40.735238	-74.000271	17
40.72740794	-73.98142006	19
40.72903917	-73.99404649	15
40.751396	-74.005226	8
40.711512	-74.015756	3
40.73172428	-74.00674436	17
40.76590936	-73.97634151	6
40.73704984	-73.99009296	18
40.69221589	-73.9842844	21
40.73935542	-73.99931783	17
40.7454973	-74.00197139	8
40.76340613	-73.97722479	6
40.72710258	-74.00297088	15
40.736502	-73.97809472	16
40.7462009	-73.98855723	18
40.73971301	-73.99456405	18
40.68691865	-73.976682	21
40.69196035	-73.96536851	13
40.68940747	-73.96885458	12
40.72082834	-73.97793172	19
40.72453734	-73.98185424	19
40.72467721	-73.98783413	15
40.71625008	-74.0091059	4
40.74238787	-73.99726235	18
40.7262807	-73.98978041	15
40.7403432	-73.98955109	18
40.72502876	-73.99069656	15
40.69363137	-73.96223558	13
40.69766564	-73.98476437	22
40.693261	-73.968896	20
40.69028437	-73.98707105	21
40.70224	-73.982578	22
40.748238	-73.978311	5
40.72953837	-73.98426726	19
40.75044999	-73.99481051	8
40.71911552	-74.00666661	4
40.70834698	-74.01713445	3
40.70717936	-74.00887308	3
40.710451	-73.960876	14
40.75149263	-73.97798848	7
40.71336124	-74.00937622	4
40.72110063	-73.9919254	15
40.7575699	-73.99098507	11
40.72743423	-73.99379025	15
40.72955361	-73.98057249	19
40.71559509	-73.9870295	0
40.72217444	-73.98368779	19
40.68851534	-73.9647628	12
40.68223166	-73.9614583	12
40.76915505	-73.98191841	6
40.76009437	-73.99461843	10
40.71939226	-74.00247214	4
40.76269882	-73.99301222	10
40.71427487	-73.98990025	0
40.71743998	-74.00583475	4
40.76019252	-73.9912551	10
40.73028666	-73.9907647	15
40.69236178	-73.98631746	21
40.68528172	-73.97805813	21
40.680342423	-73.9557689392	12
40.74345335	-74.00004031	8
40.75527307	-73.98316936	7
40.73047309	-73.98672378	19
40.7390169121	-74.0026376103	17
40.7500727	-73.99839279	8
40.739445	-73.976806	5
40.76087502	-74.00277668	10
40.72456089	-73.99565293	15
40.72490985	-74.00154702	15
40.72917025	-73.99810231	15
40.73291553	-74.00711384	17
40.73726186	-73.99238967	18
40.722055	-73.989111	15
40.73221853	-73.98165557	19
40.72938685	-73.97772429	19
40.72873888	-74.00748842	1
40.76727216	-73.99392888	10
40.69331716	-73.95381995	12
40.75929124	-73.98859651	10
40.71450451	-74.00562789	4
40.71893904	-73.99266288	15
40.76461837	-73.98789473	10
40.74195138	-74.00803013	1
40.73224119	-74.00026394	17
40.75797322	-73.96603308	9
40.75097711	-73.98765428	11
40.751551	-73.993934	8
40.70251526	-74.01427023	3
40.70530954	-74.00612572	3
40.746745	-74.007756	8
40.713126	-73.984844	0
40.72679454	-73.99695094	15
40.71117416	-74.00016545	2
40.7361967	-74.00859207	17
40.73624527	-73.98473765	16
40.68676793	-73.95928168	12
40.69610226	-73.96751037	20
40.68900443	-73.96023854	12
40.69788349	-73.97350332	20
40.72165481	-74.00234737	1
40.68415748	-73.96922273	12
40.700469	-73.991454	22
40.75001986	-73.96905301	9
40.696192	-73.991218	22
40.70281858	-73.98765762	22
40.73652889	-74.00618026	17
40.74734825	-73.99723551	8
40.72621788	-73.98379855	19
40.72299208	-73.97995466	19
40.74487634	-73.99529885	8
40.74691959	-74.00451887	8
40.75066386	-74.00176802	8
40.7643971	-73.97371465	6
40.73587678	-73.98205027	16
40.69165183	-73.9999786	22
40.768254	-73.988639	10
40.7381765	-73.97738662	16
40.71910537	-73.99973337	1
40.74394314	-73.97966069	5
40.74475148	-73.99915362	8
40.73331967	-73.99510132	18
40.73038599	-74.00214988	17
40.68753406	-73.97265183	12
40.756014	-73.967416	9
40.734232	-73.986923	16
40.72521311	-73.97768752	19
40.728145	-73.990214	15
40.73532427	-73.99800419	17
40.7172274	-73.98802084	0
40.73047747	-73.99906065	17
40.71291224	-74.01020234	3
40.75934501	-73.96759673	9
40.75255434	-73.97282625	9
40.69239502	-73.99337909	22
40.70706456	-74.00731853	3
40.70365182	-74.01167797	3
40.7158155	-73.99422366	22
40.74854862	-73.98808416	11
40.75323098	-73.97032517	9
40.75038009	-73.98338988	7
40.73049393	-73.9957214	15
40.76669671	-73.99061728	10
40.75992262	-73.97648516	6
40.71542197	-74.01121978	4
40.74206539	-74.00443172	17
40.71748752	-74.0104554	4
40.72229346	-73.99147535	1
40.71406667	-73.99293911	0
40.73827428	-73.98751968	16
40.72368361	-73.97574813	19
40.71602118	-73.99974372	2
40.746647	-73.993915	8
40.72580614	-73.97422494	0
40.73223272	-73.98889957	16
40.749156	-73.9916	11
40.68764484	-73.96968902	12
40.6851443	-73.95380904	12
40.749717753	-74.002950346	8
40.761628	-73.972924	9
40.70827295	-73.96834101	14
40.739323	-74.008119	17
40.74334935	-74.00681753	8
40.73781509	-73.99994661	17
40.7457121	-73.98194829	5
40.71622644	-73.98261206	0
40.73543934	-73.99453948	18
40.73649403	-73.99704374	17
40.724399	-74.004704	1
40.7451677	-73.98683077	5
40.73226398	-73.99852205	17
40.76030096	-73.99884222	10
40.71146364	-74.00552427	2
40.73524276	-73.98758561	16
40.74315566	-73.97434726	5
40.69196566	-73.9813018	21
40.689888	-73.981013	21
40.72243797	-74.00566443	4
40.71870987	-74.0090009	4
40.74395411	-73.99144871	8
40.716887	-73.963198	14
40.69089272	-73.99612349	22
40.68539567	-73.97431458	12
40.68926942	-73.98912867	21
40.75019995	-73.99093085	11
40.74317449	-74.00366443	17
40.76344058	-73.98268129	6
40.71473993	-74.00910627	4
40.70463334	-74.01361706	3
40.75455731	-73.96592976	9
40.71754834	-74.01322069	4
40.69474881	-73.98362464	20
40.69608941	-73.97803415	20
40.68981035	-73.97493121	21
40.73416059	-73.98024289	16
40.7014851	-73.98656928	22
40.70277159	-73.99383605	22
40.75320159	-73.9779874	7
40.75968085	-73.97031366	9
40.74444921	-73.98303529	5
40.73535398	-74.00483091	17
40.71534825	-73.96024116	14
40.68807003	-73.98410637	21
40.73314259	-73.97573881	19
40.70255088	-73.98940236	22
40.72779126	-73.98564945	19
40.68317813	-73.9659641	12
40.71605866	-73.99190759	0
40.70862144	-74.00722156	3
40.72043411	-74.01020609	4
40.73261787	-73.99158043	18
40.76341379	-73.99667444	10
40.6906495	-73.95643107	12
40.71219906	-73.97948148	0
40.75828065	-73.97069431	9
40.69760127	-73.99344559	22
40.76584941	-73.98690506	10
40.71286844	-73.95698119	14
40.71044554	-73.96525063	14
40.69794	-73.96986848	20
40.72405549	-74.00965965	4
40.6809833854	-73.9500479759	12
40.69839895	-73.98068914	20
40.69178232	-73.97372989	13
40.71782143	-73.97628939	0
40.69424674	-73.99215922	22
40.687979	-73.978474	21
40.71285887	-73.96590294	14
40.75795248	-73.97787642	6
40.71926081	-73.98178024	0
40.71076228	-73.99400398	2
40.69573398	-73.97129668	13
40.744219	-73.97121214	5
40.70255065	-74.0127234	3
40.71307916	-73.99851193	2
40.75500254	-73.98014437	7
40.7153379	-74.01658354	4
40.7047177	-74.00926027	3
40.7149787	-74.013012	4
40.69512845	-73.99595065	22
40.69597683	-73.99014892	22
40.75022392	-73.97121414	9
40.69246277	-73.98963911	22
40.69986937	-73.98271933	22
40.69327018	-73.97703874	20
40.76095756	-73.96724467	9
40.70569254	-74.01677685	3
40.71269042	-73.98776323	0
40.75714758	-73.97207836	9
40.70037867	-73.99548059	22
40.72185379	-74.00771779	4
40.70955958	-74.00653609	3
40.68650065	-73.96563307	12
40.694528	-73.958089	13
40.69892054	-73.97332996	20
40.68683208	-73.9796772	21
40.75466591	-73.99138152	11
40.71850211	-73.98329859	0
40.72362738	-73.99949601	15
40.7597108	-73.97402311	9
40.70355377	-74.00670227	3
40.695065	-73.987167	22
40.71260486	-73.96264403	14
40.7606597	-73.98042047	6
40.76695317	-73.98169333	6
40.75172632	-73.98753523	11
40.75640548	-73.9900262	11
40.75513557	-73.98658032	11
40.75510267	-73.97498696	9
40.7037992	-74.00838676	3
40.7568001	-73.98291153	7
40.6845683	-73.95881081	12
40.71273266	-74.0046073	2
40.70853074	-73.96408963	14
40.70531194	-73.97100056	14
40.68864636	-73.98263429	21
40.76228826	-73.98336183	6
40.76064679	-73.98442659	6
40.7652654	-73.98192338	6
40.69580705	-73.97355569	13
40.74096374	-73.98602213	16
40.752416	-73.97837	7
40.717571	-74.005549	4
40.69991755	-73.98971773	22
40.752141	-73.979782	7
40.771522	-73.990541	10
40.69383	-73.990539	22
40.701907	-74.013942	3
40.699773	-73.979927	20
40.688226	-73.979382	21
40.707873	-74.00167	2
40.751873	-73.977706	7
40.751581	-73.97791	7
40.75666	-73.976684	9
40.744023	-73.976056	16
